;freq/Hz;Re(Z);Im(Z);r;Or
0;10002.229;0.015812605200000017;-0.0320480034;0.006689;0.020152563900000003
1;7469.9731;0.01605963030000002;-0.022603079100000003;0.006689;0.020152563900000003
2;5623.4634;0.016590163800000016;-0.015043684529999999;0.006689;0.020152563900000003
3;4166.333;0.015447696600000003;-0.00706615161;0.006689;0.020152563900000003
4;3110.9958;0.018600350999999998;-0.00216502692;0.006689;0.020152563900000003
5;2322.77;0.020152563900000003;0.002031114708;0.006689;0.020152563900000003
6;1735.5554;0.021657056400000003;0.0055630835399999995;0.006689;0.020152563900000003
7;1295.4148;0.023293063500000006;0.00942942819;0.006689;0.020152563900000003
8;967.8317900000001;0.02820455820000003;0.01399776651;0.006689;0.020152563900000003
9;723.37988;0.029243955300000023;0.01607775183;0.006689;0.020152563900000003
10;540.17285;0.033109040999999985;0.01869314811;0.006689;0.020152563900000003
11;403.06525;0.035184825900000015;0.0217098042;0.006689;0.020152563900000003
12;301.2532;0.039965625000000025;0.024112311299999998;0.006689;0.020152563900000003
13;225.07205;0.04416616679999998;0.027010869899999998;0.006689;0.020152563900000003
14;168.1171;0.05048270219999999;0.028127475599999997;0.006689;0.020152563900000003
15;125.52214;0.05463348660000002;0.0316332912;0.006689;0.020152563900000003
16;93.71051800000001;0.059428349400000004;0.0362187063;0.006689;0.020152563900000003
17;70.022408;0.0652335852;0.0384768174;0.006689;0.020152563900000003
18;52.2925;0.07119577500000002;0.0427626192;0.006689;0.020152563900000003
19;39.062496;0.07762456800000002;0.0512128428;0.006689;0.020152563900000003
20;29.151121000000003;0.08438379600000004;0.05801012700000001;0.006689;0.020152563900000003
21;21.792187;0.09399742800000001;0.0690552534;0.006689;0.020152563900000003
22;16.276042999999998;0.11128412399999998;0.0794519502;0.006689;0.020152563900000003
23;12.150079;0.12778596600000003;0.0924173187;0.006689;0.020152563900000003
24;9.0632257;0.15254641500000002;0.1025591196;0.006689;0.020152563900000003
25;6.781683900000001;0.177037203;0.1065702141;0.006689;0.020152563900000003
26;5.059908900000001;0.201696243;0.10195688580000001;0.006689;0.020152563900000003
27;3.7778049;0.228517275;0.10205578950000001;0.006689;0.020152563900000003
28;2.8244757999999996;0.252029904;0.0964028604;0.006689;0.020152563900000003
29;2.109206;0.27466958399999997;0.0863936808;0.006689;0.020152563900000003
30;1.5751007;0.282011898;0.0722657796;0.006689;0.020152563900000003
31;1.1748117;0.299493306;0.0630129633;0.006689;0.020152563900000003
32;0.87780881;0.310446465;0.04802813820000001;0.006689;0.020152563900000003
33;0.65651262;0.30691405499999996;0.0422300802;0.006689;0.020152563900000003
34;0.48987335;0.31401921600000005;0.0260884491;0.006689;0.020152563900000003
35;0.36592504;0.337062957;0.030551390100000003;0.006689;0.020152563900000003
36;0.27337465;0.33049138499999997;0.0308168196;0.006689;0.020152563900000003
37;0.2042484;0.317103087;-0.0384141786;0.006689;0.020152563900000003
38;0.15246877;0.31980114600000004;0.015399340319999998;0.006689;0.020152563900000003
39;0.11373893;0.3381482579999999;0.011516263919999999;0.006689;0.020152563900000003
40;0.085123882;0.332370066;0.0037777347299999997;0.006689;0.020152563900000003
41;0.063551396;0.331759995;-0.015020637029999999;0.006689;0.020152563900000003
