;freq/Hz;Re(Z);Im(Z);r;Or
0;10002.229;0.009532429200000019;-0.032340237300000005;0.006689;0.015050410200000006
1;7469.9731;0.009267732600000028;-0.020594614739999996;0.006689;0.015050410200000006
2;5623.4634;0.012055430100000021;-0.014572961970000001;0.006689;0.015050410200000006
3;4166.333;0.011549655600000014;-0.00701743875;0.006689;0.015050410200000006
4;3110.9958;0.014701196999999992;-0.004891539029999999;0.006689;0.015050410200000006
5;2322.77;0.015050410200000006;0.0021905331;0.006689;0.015050410200000006
6;1735.5554;0.015769677000000003;0.005028744000000001;0.006689;0.015050410200000006
7;1295.4148;0.02016660659999999;0.0073555272;0.006689;0.015050410200000006
8;967.8317900000001;0.020742474900000005;0.01121938062;0.006689;0.015050410200000006
9;723.37988;0.0237537762;0.014203568190000002;0.006689;0.015050410200000006
10;540.17285;0.02855783070000002;0.01729948185;0.006689;0.015050410200000006
11;403.06525;0.02982503790000002;0.01910080914;0.006689;0.015050410200000006
12;301.2532;0.034296727500000006;0.022055430600000002;0.006689;0.015050410200000006
13;225.07205;0.03806005349999999;0.0234486462;0.006689;0.015050410200000006
14;168.1171;0.04187761409999999;0.025081434;0.006689;0.015050410200000006
15;125.52214;0.04537782900000001;0.028549533600000003;0.006689;0.015050410200000006
16;93.71051800000001;0.049586896799999995;0.030881844;0.006689;0.015050410200000006
17;70.022408;0.05323185840000002;0.0342988947;0.006689;0.015050410200000006
18;52.2925;0.0591063501;0.0387019458;0.006689;0.015050410200000006
19;39.062496;0.06507626160000002;0.046914518700000005;0.006689;0.015050410200000006
20;29.151121000000003;0.07349649300000004;0.055899028499999996;0.006689;0.015050410200000006
21;21.792187;0.087281355;0.06706899990000001;0.006689;0.015050410200000006
22;16.276042999999998;0.10256297100000004;0.07268899470000001;0.006689;0.015050410200000006
23;12.150079;0.11930198700000001;0.0781017027;0.006689;0.015050410200000006
24;9.0632257;0.14146566000000002;0.0787987662;0.006689;0.015050410200000006
25;6.781683900000001;0.15566579700000002;0.0755090994;0.006689;0.015050410200000006
26;5.059908900000001;0.17372113500000003;0.0695208549;0.006689;0.015050410200000006
27;3.7778049;0.185161914;0.0682193211;0.006689;0.015050410200000006
28;2.8244757999999996;0.205886667;0.0688377711;0.006689;0.015050410200000006
29;2.109206;0.216598179;0.0566734959;0.006689;0.015050410200000006
30;1.5751007;0.23278361399999994;0.057922313399999995;0.006689;0.015050410200000006
31;1.1748117;0.23789513999999998;0.051284345700000004;0.006689;0.015050410200000006
32;0.87780881;0.236317116;0.046293853200000006;0.006689;0.015050410200000006
33;0.65651262;0.253776306;0.0457343292;0.006689;0.015050410200000006
34;0.48987335;0.254174298;0.044193338699999994;0.006689;0.015050410200000006
35;0.36592504;0.26422659899999995;0.033927005700000006;0.006689;0.015050410200000006
36;0.27337465;0.31059413700000005;0.0289390437;0.006689;0.015050410200000006
